idProduktu,NazwaTypPozycja,WartoscPozycja,Ilosc
181,Kolor:select:0,Burgundowy:0,1
181,Wielkość:select:0,Średni:0,1
181,Wielkość:select:1,Mały:1,2
182,Kolor:select:0,Zielony:0,1
182,Wielkość:select:0,Bardzo duży:0,1
182,Wielkość:select:1,Mały:1,2
183,Kolor:select:0,Zielony:0,1
183,Kolor:select:1,Błękitny:1,2
183,Wielkość:select:0,Bardzo duży:0,1
183,Wielkość:select:1,Średni:1,2
184,Kolor:select:0,Błękitny:0,1
184,Kolor:select:1,Czerwony:1,2
184,Kolor:select:2,Burgundowy:2,3
184,Wielkość:select:0,Bardzo duży:0,1
185,Kolor:select:0,Błękitny:0,1
185,Kolor:select:1,Zielony:1,2
185,Wielkość:select:0,Bardzo mały:0,1
186,Kolor:select:0,Burgundowy:0,1
186,Kolor:select:1,Lazurowy:1,2
186,Kolor:select:2,Błękitny:2,3
186,Wielkość:select:0,Mały:0,1
187,Kolor:select:0,Zielony:0,1
187,Wielkość:select:0,Bardzo mały:0,1
187,Wielkość:select:1,Średni:1,2
188,Kolor:select:0,Zielony:0,1
188,Wielkość:select:0,Duży:0,1
189,Kolor:select:0,Zielony:0,1
189,Kolor:select:1,Pomarańczowy:1,2
189,Wielkość:select:0,Bardzo mały:0,1
190,Kolor:select:0,Czerwony:0,1
190,Kolor:select:1,Lazurowy:1,2
190,Wielkość:select:0,Duży:0,1
190,Wielkość:select:1,Bardzo duży:1,2
191,Kolor:select:0,Błękitny:0,1
191,Wielkość:select:0,Duży:0,1
192,Kolor:select:0,Zielony:0,1
192,Kolor:select:1,Czerwony:1,2
192,Wielkość:select:0,Średni:0,1
192,Wielkość:select:1,Mały:1,2
193,Kolor:select:0,Czerwony:0,1
193,Kolor:select:1,Niebieski:1,2
193,Kolor:select:2,Lazurowy:2,3
193,Wielkość:select:0,Duży:0,1
194,Kolor:select:0,Lazurowy:0,1
194,Kolor:select:1,Niebieski:1,2
194,Wielkość:select:0,Duży:0,1
195,Kolor:select:0,Zielony:0,1
195,Kolor:select:1,Burgundowy:1,2
195,Kolor:select:2,Lazurowy:2,3
195,Wielkość:select:0,Średni:0,1
196,Kolor:select:0,Niebieski:0,1
196,Kolor:select:1,Błękitny:1,2
196,Wielkość:select:0,Mały:0,1
196,Wielkość:select:1,Bardzo duży:1,2
197,Kolor:select:0,Błękitny:0,1
197,Wielkość:select:0,Duży:0,1
197,Wielkość:select:1,Bardzo duży:1,2
198,Kolor:select:0,Burgundowy:0,1
198,Wielkość:select:0,Bardzo duży:0,1
198,Wielkość:select:1,Bardzo mały:1,2
199,Kolor:select:0,Lazurowy:0,1
199,Kolor:select:1,Zielony:1,2
199,Kolor:select:2,Burgundowy:2,3
199,Wielkość:select:0,Mały:0,1
199,Wielkość:select:1,Średni:1,2
200,Kolor:select:0,Lazurowy:0,1
200,Kolor:select:1,Pomarańczowy:1,2
200,Wielkość:select:0,Mały:0,1
200,Wielkość:select:1,Średni:1,2
201,Kolor:select:0,Zielony:0,1
201,Kolor:select:1,Niebieski:1,2
201,Wielkość:select:0,Mały:0,1
201,Wielkość:select:1,Bardzo duży:1,2
202,Kolor:select:0,Burgundowy:0,1
202,Kolor:select:1,Lazurowy:1,2
202,Kolor:select:2,Niebieski:2,3
202,Wielkość:select:0,Mały:0,1
203,Kolor:select:0,Czerwony:0,1
203,Wielkość:select:0,Bardzo mały:0,1
203,Wielkość:select:1,Duży:1,2
204,Kolor:select:0,Pomarańczowy:0,1
204,Kolor:select:1,Lazurowy:1,2
204,Kolor:select:2,Zielony:2,3
204,Wielkość:select:0,Bardzo mały:0,1
205,Kolor:select:0,Czerwony:0,1
205,Wielkość:select:0,Mały:0,1
206,Kolor:select:0,Czerwony:0,1
206,Kolor:select:1,Lazurowy:1,2
206,Wielkość:select:0,Średni:0,1
206,Wielkość:select:1,Bardzo duży:1,2
207,Kolor:select:0,Błękitny:0,1
207,Kolor:select:1,Niebieski:1,2
207,Kolor:select:2,Lazurowy:2,3
207,Wielkość:select:0,Duży:0,1
207,Wielkość:select:1,Średni:1,2
208,Kolor:select:0,Niebieski:0,1
208,Wielkość:select:0,Duży:0,1
209,Kolor:select:0,Zielony:0,1
209,Wielkość:select:0,Średni:0,1
210,Kolor:select:0,Pomarańczowy:0,1
210,Wielkość:select:0,Mały:0,1
211,Kolor:select:0,Pomarańczowy:0,1
211,Kolor:select:1,Niebieski:1,2
211,Wielkość:select:0,Bardzo mały:0,1
211,Wielkość:select:1,Duży:1,2
212,Kolor:select:0,Czerwony:0,1
212,Kolor:select:1,Zielony:1,2
212,Kolor:select:2,Burgundowy:2,3
212,Wielkość:select:0,Średni:0,1
212,Wielkość:select:1,Bardzo duży:1,2
213,Kolor:select:0,Pomarańczowy:0,1
213,Kolor:select:1,Burgundowy:1,2
213,Kolor:select:2,Zielony:2,3
213,Wielkość:select:0,Bardzo duży:0,1
214,Kolor:select:0,Pomarańczowy:0,1
214,Wielkość:select:0,Duży:0,1
214,Wielkość:select:1,Średni:1,2
215,Kolor:select:0,Burgundowy:0,1
215,Wielkość:select:0,Mały:0,1
215,Wielkość:select:1,Bardzo duży:1,2
216,Kolor:select:0,Błękitny:0,1
216,Wielkość:select:0,Bardzo duży:0,1
216,Wielkość:select:1,Średni:1,2
217,Kolor:select:0,Lazurowy:0,1
217,Kolor:select:1,Czerwony:1,2
217,Kolor:select:2,Błękitny:2,3
217,Wielkość:select:0,Duży:0,1
218,Kolor:select:0,Błękitny:0,1
218,Wielkość:select:0,Duży:0,1
219,Kolor:select:0,Czerwony:0,1
219,Kolor:select:1,Zielony:1,2
219,Wielkość:select:0,Bardzo duży:0,1
220,Kolor:select:0,Burgundowy:0,1
220,Kolor:select:1,Lazurowy:1,2
220,Wielkość:select:0,Duży:0,1
221,Kolor:select:0,Niebieski:0,1
221,Kolor:select:1,Pomarańczowy:1,2
221,Wielkość:select:0,Bardzo mały:0,1
222,Kolor:select:0,Pomarańczowy:0,1
222,Kolor:select:1,Niebieski:1,2
222,Kolor:select:2,Zielony:2,3
222,Wielkość:select:0,Mały:0,1
223,Kolor:select:0,Zielony:0,1
223,Wielkość:select:0,Mały:0,1
224,Kolor:select:0,Zielony:0,1
224,Kolor:select:1,Niebieski:1,2
224,Wielkość:select:0,Średni:0,1
225,Kolor:select:0,Niebieski:0,1
225,Kolor:select:1,Burgundowy:1,2
225,Kolor:select:2,Błękitny:2,3
225,Wielkość:select:0,Duży:0,1
226,Kolor:select:0,Burgundowy:0,1
226,Kolor:select:1,Czerwony:1,2
226,Wielkość:select:0,Bardzo duży:0,1
227,Kolor:select:0,Niebieski:0,1
227,Wielkość:select:0,Bardzo duży:0,1
228,Kolor:select:0,Pomarańczowy:0,1
228,Wielkość:select:0,Duży:0,1
228,Wielkość:select:1,Bardzo duży:1,2
229,Kolor:select:0,Błękitny:0,1
229,Kolor:select:1,Lazurowy:1,2
229,Wielkość:select:0,Mały:0,1
230,Kolor:select:0,Pomarańczowy:0,1
230,Wielkość:select:0,Bardzo mały:0,1
230,Wielkość:select:1,Średni:1,2
231,Kolor:select:0,Błękitny:0,1
231,Kolor:select:1,Zielony:1,2
231,Wielkość:select:0,Średni:0,1
231,Wielkość:select:1,Bardzo duży:1,2
232,Kolor:select:0,Zielony:0,1
232,Kolor:select:1,Niebieski:1,2
232,Kolor:select:2,Burgundowy:2,3
232,Wielkość:select:0,Bardzo duży:0,1
232,Wielkość:select:1,Bardzo mały:1,2
233,Kolor:select:0,Zielony:0,1
233,Kolor:select:1,Niebieski:1,2
233,Kolor:select:2,Czerwony:2,3
233,Wielkość:select:0,Mały:0,1
234,Kolor:select:0,Zielony:0,1
234,Kolor:select:1,Pomarańczowy:1,2
234,Kolor:select:2,Czerwony:2,3
234,Wielkość:select:0,Średni:0,1
235,Kolor:select:0,Pomarańczowy:0,1
235,Wielkość:select:0,Średni:0,1
235,Wielkość:select:1,Mały:1,2
236,Kolor:select:0,Lazurowy:0,1
236,Kolor:select:1,Niebieski:1,2
236,Kolor:select:2,Pomarańczowy:2,3
236,Wielkość:select:0,Duży:0,1
237,Kolor:select:0,Pomarańczowy:0,1
237,Kolor:select:1,Zielony:1,2
237,Wielkość:select:0,Duży:0,1
238,Kolor:select:0,Czerwony:0,1
238,Kolor:select:1,Burgundowy:1,2
238,Kolor:select:2,Pomarańczowy:2,3
238,Wielkość:select:0,Bardzo duży:0,1
239,Kolor:select:0,Burgundowy:0,1
239,Kolor:select:1,Błękitny:1,2
239,Wielkość:select:0,Bardzo duży:0,1
239,Wielkość:select:1,Mały:1,2
240,Kolor:select:0,Pomarańczowy:0,1
240,Wielkość:select:0,Średni:0,1
241,Kolor:select:0,Błękitny:0,1
241,Kolor:select:1,Burgundowy:1,2
241,Wielkość:select:0,Duży:0,1
241,Wielkość:select:1,Bardzo mały:1,2
242,Kolor:select:0,Lazurowy:0,1
242,Wielkość:select:0,Średni:0,1
243,Kolor:select:0,Czerwony:0,1
243,Wielkość:select:0,Średni:0,1
244,Kolor:select:0,Lazurowy:0,1
244,Kolor:select:1,Czerwony:1,2
244,Kolor:select:2,Zielony:2,3
244,Wielkość:select:0,Bardzo duży:0,1
244,Wielkość:select:1,Duży:1,2
245,Kolor:select:0,Burgundowy:0,1
245,Kolor:select:1,Czerwony:1,2
245,Wielkość:select:0,Bardzo duży:0,1
246,Kolor:select:0,Pomarańczowy:0,1
246,Wielkość:select:0,Mały:0,1
246,Wielkość:select:1,Bardzo duży:1,2
247,Kolor:select:0,Burgundowy:0,1
247,Kolor:select:1,Błękitny:1,2
247,Wielkość:select:0,Mały:0,1
247,Wielkość:select:1,Średni:1,2
248,Kolor:select:0,Niebieski:0,1
248,Kolor:select:1,Lazurowy:1,2
248,Kolor:select:2,Błękitny:2,3
248,Wielkość:select:0,Mały:0,1
248,Wielkość:select:1,Średni:1,2
249,Kolor:select:0,Pomarańczowy:0,1
249,Kolor:select:1,Zielony:1,2
249,Kolor:select:2,Czerwony:2,3
249,Wielkość:select:0,Mały:0,1
249,Wielkość:select:1,Duży:1,2
250,Kolor:select:0,Pomarańczowy:0,1
250,Wielkość:select:0,Bardzo duży:0,1
250,Wielkość:select:1,Mały:1,2
251,Kolor:select:0,Błękitny:0,1
251,Kolor:select:1,Lazurowy:1,2
251,Kolor:select:2,Niebieski:2,3
251,Wielkość:select:0,Mały:0,1
252,Kolor:select:0,Błękitny:0,1
252,Kolor:select:1,Niebieski:1,2
252,Kolor:select:2,Zielony:2,3
252,Wielkość:select:0,Duży:0,1
253,Kolor:select:0,Błękitny:0,1
253,Kolor:select:1,Lazurowy:1,2
253,Wielkość:select:0,Średni:0,1
254,Kolor:select:0,Niebieski:0,1
254,Kolor:select:1,Czerwony:1,2
254,Wielkość:select:0,Duży:0,1
254,Wielkość:select:1,Mały:1,2
255,Kolor:select:0,Błękitny:0,1
255,Kolor:select:1,Pomarańczowy:1,2
255,Kolor:select:2,Zielony:2,3
255,Wielkość:select:0,Bardzo mały:0,1
256,Kolor:select:0,Czerwony:0,1
256,Kolor:select:1,Pomarańczowy:1,2
256,Wielkość:select:0,Mały:0,1
257,Kolor:select:0,Pomarańczowy:0,1
257,Wielkość:select:0,Średni:0,1
258,Kolor:select:0,Pomarańczowy:0,1
258,Wielkość:select:0,Duży:0,1
258,Wielkość:select:1,Średni:1,2
259,Kolor:select:0,Czerwony:0,1
259,Kolor:select:1,Burgundowy:1,2
259,Wielkość:select:0,Średni:0,1
259,Wielkość:select:1,Bardzo mały:1,2
260,Kolor:select:0,Zielony:0,1
260,Kolor:select:1,Pomarańczowy:1,2
260,Wielkość:select:0,Duży:0,1
260,Wielkość:select:1,Mały:1,2
261,Kolor:select:0,Lazurowy:0,1
261,Wielkość:select:0,Średni:0,1
262,Kolor:select:0,Zielony:0,1
262,Kolor:select:1,Niebieski:1,2
262,Kolor:select:2,Czerwony:2,3
262,Wielkość:select:0,Mały:0,1
262,Wielkość:select:1,Bardzo mały:1,2
263,Kolor:select:0,Niebieski:0,1
263,Kolor:select:1,Pomarańczowy:1,2
263,Kolor:select:2,Lazurowy:2,3
263,Wielkość:select:0,Bardzo duży:0,1
263,Wielkość:select:1,Bardzo mały:1,2
264,Kolor:select:0,Błękitny:0,1
264,Kolor:select:1,Zielony:1,2
264,Kolor:select:2,Lazurowy:2,3
264,Wielkość:select:0,Bardzo duży:0,1
264,Wielkość:select:1,Duży:1,2
265,Kolor:select:0,Lazurowy:0,1
265,Wielkość:select:0,Duży:0,1
266,Kolor:select:0,Pomarańczowy:0,1
266,Wielkość:select:0,Bardzo duży:0,1
266,Wielkość:select:1,Bardzo mały:1,2
267,Kolor:select:0,Burgundowy:0,1
267,Kolor:select:1,Lazurowy:1,2
267,Wielkość:select:0,Duży:0,1
267,Wielkość:select:1,Mały:1,2
268,Kolor:select:0,Błękitny:0,1
268,Wielkość:select:0,Średni:0,1
268,Wielkość:select:1,Duży:1,2
269,Kolor:select:0,Zielony:0,1
269,Kolor:select:1,Lazurowy:1,2
269,Kolor:select:2,Pomarańczowy:2,3
269,Wielkość:select:0,Bardzo duży:0,1
270,Kolor:select:0,Zielony:0,1
270,Wielkość:select:0,Duży:0,1
270,Wielkość:select:1,Średni:1,2
271,Kolor:select:0,Lazurowy:0,1
271,Kolor:select:1,Pomarańczowy:1,2
271,Wielkość:select:0,Średni:0,1
272,Kolor:select:0,Zielony:0,1
272,Wielkość:select:0,Mały:0,1
272,Wielkość:select:1,Bardzo duży:1,2
273,Kolor:select:0,Lazurowy:0,1
273,Kolor:select:1,Czerwony:1,2
273,Kolor:select:2,Burgundowy:2,3
273,Wielkość:select:0,Mały:0,1
274,Kolor:select:0,Błękitny:0,1
274,Wielkość:select:0,Bardzo duży:0,1
275,Kolor:select:0,Błękitny:0,1
275,Kolor:select:1,Niebieski:1,2
275,Wielkość:select:0,Średni:0,1
276,Kolor:select:0,Czerwony:0,1
276,Kolor:select:1,Pomarańczowy:1,2
276,Kolor:select:2,Lazurowy:2,3
276,Wielkość:select:0,Bardzo mały:0,1
276,Wielkość:select:1,Bardzo duży:1,2
277,Kolor:select:0,Pomarańczowy:0,1
277,Kolor:select:1,Lazurowy:1,2
277,Kolor:select:2,Czerwony:2,3
277,Wielkość:select:0,Mały:0,1
278,Kolor:select:0,Zielony:0,1
278,Wielkość:select:0,Bardzo mały:0,1
279,Kolor:select:0,Czerwony:0,1
279,Kolor:select:1,Niebieski:1,2
279,Wielkość:select:0,Bardzo duży:0,1
279,Wielkość:select:1,Średni:1,2
280,Kolor:select:0,Burgundowy:0,1
280,Kolor:select:1,Niebieski:1,2
280,Wielkość:select:0,Duży:0,1
281,Kolor:select:0,Błękitny:0,1
281,Kolor:select:1,Burgundowy:1,2
281,Wielkość:select:0,Bardzo duży:0,1
281,Wielkość:select:1,Bardzo mały:1,2
282,Kolor:select:0,Lazurowy:0,1
282,Kolor:select:1,Błękitny:1,2
282,Wielkość:select:0,Bardzo duży:0,1
282,Wielkość:select:1,Mały:1,2
283,Kolor:select:0,Czerwony:0,1
283,Kolor:select:1,Pomarańczowy:1,2
283,Kolor:select:2,Zielony:2,3
283,Wielkość:select:0,Bardzo duży:0,1
284,Kolor:select:0,Czerwony:0,1
284,Kolor:select:1,Pomarańczowy:1,2
284,Kolor:select:2,Lazurowy:2,3
284,Wielkość:select:0,Duży:0,1
284,Wielkość:select:1,Średni:1,2
285,Kolor:select:0,Niebieski:0,1
285,Kolor:select:1,Błękitny:1,2
285,Kolor:select:2,Lazurowy:2,3
285,Wielkość:select:0,Mały:0,1
286,Kolor:select:0,Niebieski:0,1
286,Kolor:select:1,Błękitny:1,2
286,Wielkość:select:0,Duży:0,1
287,Kolor:select:0,Czerwony:0,1
287,Kolor:select:1,Zielony:1,2
287,Kolor:select:2,Lazurowy:2,3
287,Wielkość:select:0,Mały:0,1
287,Wielkość:select:1,Duży:1,2
288,Kolor:select:0,Błękitny:0,1
288,Wielkość:select:0,Średni:0,1
289,Kolor:select:0,Czerwony:0,1
289,Kolor:select:1,Zielony:1,2
289,Wielkość:select:0,Bardzo duży:0,1
289,Wielkość:select:1,Duży:1,2
290,Kolor:select:0,Burgundowy:0,1
290,Kolor:select:1,Pomarańczowy:1,2
290,Kolor:select:2,Lazurowy:2,3
290,Wielkość:select:0,Średni:0,1
290,Wielkość:select:1,Bardzo duży:1,2
291,Kolor:select:0,Zielony:0,1
291,Wielkość:select:0,Duży:0,1
291,Wielkość:select:1,Mały:1,2
292,Kolor:select:0,Lazurowy:0,1
292,Wielkość:select:0,Średni:0,1
292,Wielkość:select:1,Bardzo mały:1,2
293,Kolor:select:0,Burgundowy:0,1
293,Kolor:select:1,Błękitny:1,2
293,Kolor:select:2,Niebieski:2,3
293,Wielkość:select:0,Średni:0,1
293,Wielkość:select:1,Duży:1,2
294,Kolor:select:0,Błękitny:0,1
294,Kolor:select:1,Burgundowy:1,2
294,Wielkość:select:0,Mały:0,1
294,Wielkość:select:1,Bardzo duży:1,2
295,Kolor:select:0,Błękitny:0,1
295,Wielkość:select:0,Średni:0,1
295,Wielkość:select:1,Bardzo mały:1,2
296,Kolor:select:0,Niebieski:0,1
296,Kolor:select:1,Czerwony:1,2
296,Wielkość:select:0,Średni:0,1
297,Kolor:select:0,Lazurowy:0,1
297,Kolor:select:1,Niebieski:1,2
297,Wielkość:select:0,Bardzo mały:0,1
297,Wielkość:select:1,Średni:1,2
298,Kolor:select:0,Błękitny:0,1
298,Kolor:select:1,Lazurowy:1,2
298,Wielkość:select:0,Mały:0,1
299,Kolor:select:0,Niebieski:0,1
299,Wielkość:select:0,Średni:0,1
300,Kolor:select:0,Błękitny:0,1
300,Wielkość:select:0,Bardzo mały:0,1
301,Kolor:select:0,Czerwony:0,1
301,Kolor:select:1,Pomarańczowy:1,2
301,Wielkość:select:0,Bardzo mały:0,1
302,Kolor:select:0,Pomarańczowy:0,1
302,Kolor:select:1,Niebieski:1,2
302,Wielkość:select:0,Duży:0,1
303,Kolor:select:0,Niebieski:0,1
303,Wielkość:select:0,Bardzo mały:0,1
303,Wielkość:select:1,Bardzo duży:1,2
304,Kolor:select:0,Zielony:0,1
304,Kolor:select:1,Błękitny:1,2
304,Kolor:select:2,Lazurowy:2,3
304,Wielkość:select:0,Bardzo mały:0,1
304,Wielkość:select:1,Bardzo duży:1,2
305,Kolor:select:0,Czerwony:0,1
305,Wielkość:select:0,Mały:0,1
305,Wielkość:select:1,Bardzo mały:1,2
306,Kolor:select:0,Błękitny:0,1
306,Kolor:select:1,Lazurowy:1,2
306,Kolor:select:2,Burgundowy:2,3
306,Wielkość:select:0,Mały:0,1
307,Kolor:select:0,Burgundowy:0,1
307,Kolor:select:1,Czerwony:1,2
307,Kolor:select:2,Pomarańczowy:2,3
307,Wielkość:select:0,Duży:0,1
308,Kolor:select:0,Lazurowy:0,1
308,Wielkość:select:0,Duży:0,1
309,Kolor:select:0,Burgundowy:0,1
309,Wielkość:select:0,Bardzo duży:0,1
310,Kolor:select:0,Niebieski:0,1
310,Wielkość:select:0,Średni:0,1
310,Wielkość:select:1,Duży:1,2
311,Kolor:select:0,Czerwony:0,1
311,Wielkość:select:0,Bardzo duży:0,1
311,Wielkość:select:1,Średni:1,2
312,Kolor:select:0,Lazurowy:0,1
312,Wielkość:select:0,Bardzo mały:0,1
312,Wielkość:select:1,Duży:1,2
313,Kolor:select:0,Zielony:0,1
313,Kolor:select:1,Niebieski:1,2
313,Kolor:select:2,Pomarańczowy:2,3
313,Wielkość:select:0,Duży:0,1
313,Wielkość:select:1,Mały:1,2
314,Kolor:select:0,Pomarańczowy:0,1
314,Kolor:select:1,Lazurowy:1,2
314,Kolor:select:2,Czerwony:2,3
314,Wielkość:select:0,Duży:0,1
314,Wielkość:select:1,Bardzo duży:1,2
315,Kolor:select:0,Pomarańczowy:0,1
315,Kolor:select:1,Czerwony:1,2
315,Wielkość:select:0,Średni:0,1
315,Wielkość:select:1,Bardzo duży:1,2
316,Kolor:select:0,Błękitny:0,1
316,Kolor:select:1,Czerwony:1,2
316,Kolor:select:2,Lazurowy:2,3
316,Wielkość:select:0,Średni:0,1
316,Wielkość:select:1,Bardzo duży:1,2
317,Kolor:select:0,Niebieski:0,1
317,Wielkość:select:0,Bardzo duży:0,1
317,Wielkość:select:1,Duży:1,2
318,Kolor:select:0,Pomarańczowy:0,1
318,Kolor:select:1,Błękitny:1,2
318,Kolor:select:2,Burgundowy:2,3
318,Wielkość:select:0,Średni:0,1
318,Wielkość:select:1,Mały:1,2
319,Kolor:select:0,Lazurowy:0,1
319,Kolor:select:1,Pomarańczowy:1,2
319,Wielkość:select:0,Duży:0,1
319,Wielkość:select:1,Bardzo duży:1,2
320,Kolor:select:0,Niebieski:0,1
320,Kolor:select:1,Burgundowy:1,2
320,Wielkość:select:0,Mały:0,1
320,Wielkość:select:1,Duży:1,2
321,Kolor:select:0,Zielony:0,1
321,Kolor:select:1,Lazurowy:1,2
321,Wielkość:select:0,Bardzo mały:0,1
321,Wielkość:select:1,Duży:1,2
322,Kolor:select:0,Błękitny:0,1
322,Kolor:select:1,Niebieski:1,2
322,Wielkość:select:0,Mały:0,1
322,Wielkość:select:1,Średni:1,2
323,Kolor:select:0,Niebieski:0,1
323,Wielkość:select:0,Duży:0,1
324,Kolor:select:0,Lazurowy:0,1
324,Kolor:select:1,Czerwony:1,2
324,Kolor:select:2,Błękitny:2,3
324,Wielkość:select:0,Mały:0,1
325,Kolor:select:0,Błękitny:0,1
325,Kolor:select:1,Burgundowy:1,2
325,Wielkość:select:0,Duży:0,1
326,Kolor:select:0,Czerwony:0,1
326,Wielkość:select:0,Średni:0,1
326,Wielkość:select:1,Bardzo mały:1,2
327,Kolor:select:0,Niebieski:0,1
327,Kolor:select:1,Błękitny:1,2
327,Wielkość:select:0,Bardzo duży:0,1
328,Kolor:select:0,Burgundowy:0,1
328,Kolor:select:1,Niebieski:1,2
328,Wielkość:select:0,Bardzo mały:0,1
328,Wielkość:select:1,Mały:1,2
329,Kolor:select:0,Zielony:0,1
329,Wielkość:select:0,Mały:0,1
329,Wielkość:select:1,Duży:1,2
330,Kolor:select:0,Czerwony:0,1
330,Kolor:select:1,Pomarańczowy:1,2
330,Wielkość:select:0,Średni:0,1
330,Wielkość:select:1,Bardzo duży:1,2
331,Kolor:select:0,Błękitny:0,1
331,Kolor:select:1,Burgundowy:1,2
331,Wielkość:select:0,Mały:0,1
332,Kolor:select:0,Lazurowy:0,1
332,Kolor:select:1,Błękitny:1,2
332,Kolor:select:2,Czerwony:2,3
332,Wielkość:select:0,Średni:0,1
332,Wielkość:select:1,Mały:1,2
333,Kolor:select:0,Błękitny:0,1
333,Kolor:select:1,Niebieski:1,2
333,Wielkość:select:0,Duży:0,1
333,Wielkość:select:1,Bardzo mały:1,2
334,Kolor:select:0,Pomarańczowy:0,1
334,Wielkość:select:0,Bardzo mały:0,1
335,Kolor:select:0,Pomarańczowy:0,1
335,Wielkość:select:0,Duży:0,1
335,Wielkość:select:1,Bardzo mały:1,2
336,Kolor:select:0,Błękitny:0,1
336,Wielkość:select:0,Bardzo mały:0,1
336,Wielkość:select:1,Duży:1,2
337,Kolor:select:0,Zielony:0,1
337,Kolor:select:1,Lazurowy:1,2
337,Wielkość:select:0,Duży:0,1
337,Wielkość:select:1,Średni:1,2
338,Kolor:select:0,Błękitny:0,1
338,Kolor:select:1,Zielony:1,2
338,Kolor:select:2,Niebieski:2,3
338,Wielkość:select:0,Bardzo duży:0,1
339,Kolor:select:0,Burgundowy:0,1
339,Wielkość:select:0,Bardzo mały:0,1
340,Kolor:select:0,Pomarańczowy:0,1
340,Wielkość:select:0,Bardzo mały:0,1
341,Kolor:select:0,Zielony:0,1
341,Wielkość:select:0,Bardzo mały:0,1
342,Kolor:select:0,Burgundowy:0,1
342,Kolor:select:1,Pomarańczowy:1,2
342,Wielkość:select:0,Bardzo mały:0,1
342,Wielkość:select:1,Duży:1,2
343,Kolor:select:0,Burgundowy:0,1
343,Kolor:select:1,Pomarańczowy:1,2
343,Kolor:select:2,Lazurowy:2,3
343,Wielkość:select:0,Średni:0,1
343,Wielkość:select:1,Duży:1,2
344,Kolor:select:0,Niebieski:0,1
344,Kolor:select:1,Zielony:1,2
344,Kolor:select:2,Pomarańczowy:2,3
344,Wielkość:select:0,Mały:0,1
345,Kolor:select:0,Czerwony:0,1
345,Wielkość:select:0,Średni:0,1
345,Wielkość:select:1,Mały:1,2
346,Kolor:select:0,Pomarańczowy:0,1
346,Kolor:select:1,Czerwony:1,2
346,Wielkość:select:0,Bardzo mały:0,1
347,Kolor:select:0,Błękitny:0,1
347,Kolor:select:1,Lazurowy:1,2
347,Kolor:select:2,Zielony:2,3
347,Wielkość:select:0,Średni:0,1
348,Kolor:select:0,Pomarańczowy:0,1
348,Wielkość:select:0,Duży:0,1
348,Wielkość:select:1,Bardzo mały:1,2
349,Kolor:select:0,Zielony:0,1
349,Kolor:select:1,Pomarańczowy:1,2
349,Wielkość:select:0,Średni:0,1
350,Kolor:select:0,Błękitny:0,1
350,Kolor:select:1,Niebieski:1,2
350,Kolor:select:2,Czerwony:2,3
350,Wielkość:select:0,Bardzo mały:0,1
351,Kolor:select:0,Niebieski:0,1
351,Wielkość:select:0,Mały:0,1
351,Wielkość:select:1,Bardzo mały:1,2
352,Kolor:select:0,Błękitny:0,1
352,Kolor:select:1,Burgundowy:1,2
352,Wielkość:select:0,Mały:0,1
352,Wielkość:select:1,Bardzo mały:1,2
353,Kolor:select:0,Zielony:0,1
353,Wielkość:select:0,Mały:0,1
354,Kolor:select:0,Pomarańczowy:0,1
354,Kolor:select:1,Lazurowy:1,2
354,Kolor:select:2,Błękitny:2,3
354,Wielkość:select:0,Mały:0,1
355,Kolor:select:0,Błękitny:0,1
355,Kolor:select:1,Niebieski:1,2
355,Wielkość:select:0,Bardzo duży:0,1
356,Kolor:select:0,Pomarańczowy:0,1
356,Wielkość:select:0,Mały:0,1
356,Wielkość:select:1,Średni:1,2
357,Kolor:select:0,Burgundowy:0,1
357,Wielkość:select:0,Duży:0,1
358,Kolor:select:0,Pomarańczowy:0,1
358,Kolor:select:1,Burgundowy:1,2
358,Wielkość:select:0,Duży:0,1
358,Wielkość:select:1,Bardzo mały:1,2
359,Kolor:select:0,Czerwony:0,1
359,Wielkość:select:0,Duży:0,1
360,Kolor:select:0,Pomarańczowy:0,1
360,Kolor:select:1,Czerwony:1,2
360,Wielkość:select:0,Mały:0,1
361,Kolor:select:0,Burgundowy:0,1
361,Kolor:select:1,Lazurowy:1,2
361,Kolor:select:2,Zielony:2,3
361,Wielkość:select:0,Duży:0,1
362,Kolor:select:0,Błękitny:0,1
362,Kolor:select:1,Burgundowy:1,2
362,Kolor:select:2,Czerwony:2,3
362,Wielkość:select:0,Bardzo duży:0,1
363,Kolor:select:0,Burgundowy:0,1
363,Kolor:select:1,Niebieski:1,2
363,Kolor:select:2,Zielony:2,3
363,Wielkość:select:0,Bardzo duży:0,1
364,Kolor:select:0,Niebieski:0,1
364,Kolor:select:1,Lazurowy:1,2
364,Kolor:select:2,Pomarańczowy:2,3
364,Wielkość:select:0,Mały:0,1
365,Kolor:select:0,Zielony:0,1
365,Kolor:select:1,Czerwony:1,2
365,Kolor:select:2,Lazurowy:2,3
365,Wielkość:select:0,Bardzo mały:0,1
365,Wielkość:select:1,Duży:1,2
366,Kolor:select:0,Błękitny:0,1
366,Kolor:select:1,Czerwony:1,2
366,Wielkość:select:0,Mały:0,1
366,Wielkość:select:1,Bardzo duży:1,2
367,Kolor:select:0,Pomarańczowy:0,1
367,Kolor:select:1,Lazurowy:1,2
367,Kolor:select:2,Czerwony:2,3
367,Wielkość:select:0,Duży:0,1
368,Kolor:select:0,Niebieski:0,1
